2015,1,1,30
2015,1,2,73
2015,1,3,38
2015,1,4,39
2015,1,5,24
2015,1,6,28
2015,1,7,45
2015,1,8,65
2015,1,9,99
2015,1,10,95
2015,1,11,64
2015,1,12,84
2015,1,13,86
2015,1,14,44
2015,1,15,79
2015,1,16,55
2015,1,17,30
2015,1,18,22
2015,1,19,10
2015,1,20,8
2015,1,21,-5
2015,1,22,-12
2015,1,23,-28
2015,1,24,22
2015,1,25,37
2015,1,26,59
2015,1,27,51
2015,1,28,53
2015,1,29,24
2015,1,30,17
2015,1,31,10
2015,2,1,26
2015,2,2,20
2015,2,3,17
2015,2,4,2
2015,2,5,-7
2015,2,6,-2
2015,2,7,15
2015,2,8,50
2015,2,9,57
2015,2,10,57
2015,2,11,42
2015,2,12,26
2015,2,13,46
2015,2,14,66
2015,2,15,26
2015,2,16,9
2015,2,17,33
2015,2,18,18
2015,2,19,35
2015,2,20,53
2015,2,21,32
2015,2,22,32
2015,2,23,59
2015,2,24,54
2015,2,25,48
2015,2,26,63
2015,2,27,49
2015,2,28,51
2015,3,1,83
2015,3,2,53
2015,3,3,44
2015,3,4,51
2015,3,5,57
2015,3,6,66
2015,3,7,84
2015,3,8,93
2015,3,9,88
2015,3,10,76
2015,3,11,27
2015,3,12,54
2015,3,13,46
2015,3,14,34
2015,3,15,56
2015,3,16,63
2015,3,17,76
2015,3,18,56
2015,3,19,68
2015,3,20,49
2015,3,21,64
2015,3,22,43
2015,3,23,31
2015,3,24,57
2015,3,25,59
2015,3,26,50
2015,3,27,57
2015,3,28,69
2015,3,29,93
2015,3,30,72
2015,3,31,90
2015,4,1,65
2015,4,2,63
2015,4,3,70
2015,4,4,54
2015,4,5,53
2015,4,6,69
2015,4,7,71
2015,4,8,86
2015,4,9,104
2015,4,10,113
2015,4,11,90
2015,4,12,100
2015,4,13,84
2015,4,14,119
2015,4,15,138
2015,4,16,99
2015,4,17,85
2015,4,18,90
2015,4,19,78
2015,4,20,109
2015,4,21,100
2015,4,22,85
2015,4,23,94
2015,4,24,124
2015,4,25,121
2015,4,26,106
2015,4,27,80
2015,4,28,60
